{uuid},{properties.title},{properties.url},{properties.guardian},{properties.description},{properties.type},{properties.id},{properties.thumbnail},{latitude},{longitude},"{$.@id=""https://w3id.org/locolligo/VisitPlus-UK""}","{$.indexing=""indexing_VisitPlus-UK.json""}"
96,Pentre Ifan Burial Chamber,https://cadw.gov.wales/visit/places-to-visit/pentre-ifan-burial-chamber,CADW,Skeletal remains of a Neolithic tomb in haunting location,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SVW-C21-1314-0335.JPG?itok=p4BYFxIO,51.998976,-4.7700056,,
97,Plas Mawr,https://cadw.gov.wales/visit/places-to-visit/plas-mawr,CADW,Britain’s finest town house of the golden Elizabethan age,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-09/NCX-EQ51-1314-0002_2.jpg?itok=eUN_4ewR,53.28112424,-3.829829693,,
98,Pont Minllyn,https://cadw.gov.wales/visit/places-to-visit/pont-minllyn,CADW,Picturesque hidden bridge over the River Dyfi,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NCX-SC01-1516-0564.jpg?itok=2KMhaefW,52.7107884,-3.6893551,,
99,Presaddfed Burial Chamber,https://cadw.gov.wales/visit/places-to-visit/presaddfed-burial-chamber,CADW,Two of a kind,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NVW-C71-1011-0134.JPG?itok=pBMCzBnQ,53.2991236,-4.4809899,,
100,Raglan Castle,https://cadw.gov.wales/visit/places-to-visit/raglan-castle,CADW,Welsh fortress-palace transformed into regal residence,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SVW-C29-1314-0340.JPG?itok=pze7lX3D,51.77016366,-2.84992218,,
101,Rhuddlan Castle,https://cadw.gov.wales/visit/places-to-visit/rhuddlan-castle,CADW,Awesome feat of engineering still towers above the River Clwyd,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NCX-EQ50-1314-0044.jpg?itok=8H_4nFAA,53.28923159,-3.464641571,,
102,Rug Chapel,https://cadw.gov.wales/visit/places-to-visit/rug-chapel,CADW,Extravagant private chapel of an arch Royalist who clung to the old ways,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NVW-C56-1314-0021.jpg?h=fc598a34&amp;itok=yplXEkWv,52.98421652,-3.394281864,,
103,Runston Chapel,https://cadw.gov.wales/visit/places-to-visit/runston-chapel,CADW,Lonely chapel of a long-lost village,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SCX-SC01-1516-0185.jpg?itok=w9tuebvn,51.62004896,-2.732144852,,
104,Segontium Roman Fort,https://cadw.gov.wales/visit/places-to-visit/segontium-roman-fort,CADW,Roman stronghold that passed into Welsh legend,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NCX-SC01-1516-0557.jpg?itok=GynJCaRc,53.13761263,-4.2656672,,
105,Skenfrith Castle,https://cadw.gov.wales/visit/places-to-visit/skenfrith-castle,CADW,Significant medieval fortress with a substantial central tower,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SVW-C29-1314-0313-1.JPG?itok=n6V-IR4M,51.878231,-2.790366,,
106,St Cybi's Well,https://cadw.gov.wales/visit/places-to-visit/st-cybis-well,CADW,Hidden holy well with possible pagan origins,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NCX-SC01-1516-0225.jpg?itok=ijnyGJeU,52.9456222,-4.3421434,,
107,St Davids Bishop's Palace,https://cadw.gov.wales/visit/places-to-visit/st-davids-bishops-palace,CADW,Magnificent medieval palace that rivalled its cathedral for glory,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SCX-BZ06-1011-0117.jpg?itok=3rtUqnDz,51.88215374,-5.269618034,,
108,St Dogmaels Abbey and Coach House,https://cadw.gov.wales/visit/places-to-visit/st-dogmaels-abbey-and-coach-house,CADW,Century-spanning ruins of a significant religious settlement,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SCX-SC01-1516-0191.jpg?itok=OGVsSYVS,52.08056519,-4.679730228,,
109,St Lythans Burial Chamber,https://cadw.gov.wales/visit/places-to-visit/st-lythans-burial-chamber,CADW,Lonely Neolithic tomb with links to Arthurian legend,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SCX-SC01-1516-0194.jpg?itok=dnzJVvVW,51.4425677,-3.2949489,,
110,St Non's Chapel,https://cadw.gov.wales/visit/places-to-visit/st-nons-chapel,CADW,Reputed birthplace of Wales’s patron saint in uplifting location,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SCX-BZ06-1011-0142.jpg?itok=fVsdVS1U,51.872239,-5.2687415,,
111,"St Quentin's Castle, Llanblethian",https://cadw.gov.wales/visit/places-to-visit/st-quentins-castle-llanblethian,CADW,Ruined remains of a 14th-century castle,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SCX-SC01-1516-0619.jpg?itok=qEz1BEPc,51.4575602,-3.4558064,,
112,Strata Florida Abbey,https://cadw.gov.wales/visit/places-to-visit/strata-florida-abbey,CADW,Grand medieval abbey where generations of Welsh princes are buried,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/MCX-VH01-1718-0027.jpg?h=8366f5f5&amp;itok=w6BMQLhs,52.27537248,-3.838530779,,
113,St Winefride's Chapel and Holy Well,https://cadw.gov.wales/visit/places-to-visit/st-winefrides-chapel-and-holy-well,CADW,Still a popular place of pilgrimage,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NCX-SC01-1516-0226.jpg?itok=fzTnRMeY,53.2772526,-3.2236216,,
114,Swansea Castle,https://cadw.gov.wales/visit/places-to-visit/swansea-castle,CADW,Urban remnants of a once-mighty fortress,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SVW-C48-1112-0131.JPG?itok=Gka7EwGY,51.62032805,-3.941291571,,
115,Talley Abbey,https://cadw.gov.wales/visit/places-to-visit/talley-abbey,CADW,Skeletal remains of a unique religious settlement,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SVW-C78-1011-0014.JPG?itok=YAOcHTCN,51.9765733,-3.9920624,,
116,Tinkinswood Burial Chamber,https://cadw.gov.wales/visit/places-to-visit/tinkinswood-burial-chamber,CADW,A spectacular feat of prehistoric engineering,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SCX-SC01-1516-0267.jpg?itok=FvCQvqKz,51.451483,-3.3077887,,
117,Tintern Abbey,https://cadw.gov.wales/visit/places-to-visit/tintern-abbey,CADW,Gothic masterpiece became a Romantic symbol of the sublime,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SVW-C29-1314-0066.JPG?h=6103f89c&amp;itok=l6cpm250,51.69687396,-2.677037716,,
118,Trefignath Burial Chamber,https://cadw.gov.wales/visit/places-to-visit/trefignath-burial-chamber,CADW,A trio of tombs,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NVW-C71-1011-0097.JPG?itok=FHXsjaMS,53.2932442,-4.6143109,,
119,Tregwehelydd Standing Stone,https://cadw.gov.wales/visit/places-to-visit/tregwehelydd-standing-stone,CADW,Splintered remains of a Bronze Age monument,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NVW-C71-1011-0150.JPG?itok=4zjfQgDA,53.3196319,-4.5026395,,
120,Tretower Court and Castle,https://cadw.gov.wales/visit/places-to-visit/tretower-court-and-castle,CADW,Two-in-one architectural wonder spans 900 years of history.,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/MCX-VH10-1718-0061.jpg?itok=oUv0S3iT,51.88337892,-3.184018135,,
121,"Twthill, Rhuddlan",https://cadw.gov.wales/visit/places-to-visit/twthill-rhuddlan,CADW,Medieval mound where a long-lost castle once stood,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NCX-SC01-1516-0216.jpg?itok=0BroS6Pf,53.2869628,-3.4618608,,
122,Ty Mawr Standing Stone,https://cadw.gov.wales/visit/places-to-visit/ty-mawr-standing-stone,CADW,"Solitary, strangely shaped Bronze Age monument",,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NCX-SC01-1516-0234.jpg?itok=-yOq_uxF,53.2967,-4.6214,,
123,Tŷ Newydd Burial Chamber ,https://cadw.gov.wales/visit/places-to-visit/ty-newydd-burial-chamber,CADW,Prehistoric art and arrowheads,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NVW-C71-1011-0120.JPG?itok=W5pdTJKp,53.23594708,-4.482365691,,
124,Valle Crucis Abbey,https://cadw.gov.wales/visit/places-to-visit/valle-crucis-abbey,CADW,Majestic medieval abbey was legendary for its lavish feasts,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/NVW-C10-1314-0213.jpg?itok=YyYhJWon,52.98869247,-3.186786175,,
125,Weobley Castle,https://cadw.gov.wales/visit/places-to-visit/weobley-castle,CADW,High-society home with its very own watchtower,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SVW-C01-0809-0528.JPG?itok=pB5yjwpx,51.61233096,-4.199981297,,
126,White Castle,https://cadw.gov.wales/visit/places-to-visit/white-castle,CADW,The shape of things to come? An early glimpse of Edward I’s Welsh castle-building project,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SCX-VH11-1718-0080.jpg?itok=7y2gfUZa,51.8459563,-2.9020654,,
127,Wiston Castle,https://cadw.gov.wales/visit/places-to-visit/wiston-castle,CADW,Well-preserved motte-and-bailey with a turbulent history,,,https://cadw.gov.wales/sites/default/files/styles/promo/public/2019-05/SVW-C81-1011-0016.JPG?itok=5CrAcWaW,51.82716493,-4.870913029,,
128,Inch Abbey,https://en.wikipedia.org/wiki/Inch_Abbey,Historic Environment (Northern Ireland),,Down,DOW 037:005,,54.33638,-5.730181,,
129,The King's Stables,https://en.wikipedia.org/wiki/King%27s_Stables,Historic Environment (Northern Ireland),,Armagh,ARM 012:014,,54.351053,-6.710733,,
130,Legananny Dolmen,https://en.wikipedia.org/wiki/Legananny_Dolmen,Historic Environment (Northern Ireland),,Down,DOW 035:037,,54.323043,-6.020163,,
131,"Drum Fort, also known as Larry's Fort",https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Londonderry,Historic Environment (Northern Ireland),,Londonderry,LDY 024:008,,54.945547,-6.979308,,
132,Lisky Court Tomb: Giant's Grave,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 010:006,,54.761301,-7.445336,,
133,Glenknock or Cloghogle Portal Tomb: Druid's Altar,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 017:009,,54.737811,-7.361434,,
134,Killucan Wedge Tomb: Carnanbane,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 028:006,,54.656727,-6.941877,,
135,Killucan Long Cairn: Killucan,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 028:008,,54.66454,-6.939473,,
136,Magheraglass Church,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 038:001,,54.6337,-6.849048,,
137,Dungororan Rath,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 046:016,,54.566791,-6.858664,,
138,Drumgormal Bivallate Rath,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 047:006,,54.569423,-6.650102,,
139,Reaskcor Tree-Ring,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 054:002,,54.497444,-6.844376,,
140,Killyliss Rath,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 054:004,,54.487854,-6.832688,,
141,Reaskmore Penal Altar Site,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 054:029,,54.470486,-6.838118,,
142,Moy Gates and Screen,https://en.wikipedia.org/wiki/List_of_archaeological_sites_in_County_Tyrone,Historic Environment (Northern Ireland),,Tyrone,TYR 062:009,,54.445586,-6.688356,,
143,Loughlinisland Churches,https://en.wikipedia.org/wiki/Loughinisland_Churches,Historic Environment (Northern Ireland),,Down,DOW 037:004,,54.33726,-5.812277,,
144,Mahee Castle,https://en.wikipedia.org/wiki/Mahee_Castle,Historic Environment (Northern Ireland),,Down,DOW 017:004,,54.501033,-5.648403,,
145,Movilla Abbey,https://en.wikipedia.org/wiki/Movilla_Abbey,Historic Environment (Northern Ireland),,Down,DOW 006:013,,54.595905,-5.67449,,
146,St. John's Point Church,"https://en.wikipedia.org/wiki/Saint_John%27s_Point,_County_Down#St._John's_Church",Historic Environment (Northern Ireland),,Down,DOW 045:013,,54.230967,-5.657411,,
147,Shaw's Bridge,https://en.wikipedia.org/wiki/Shaw%27s_Bridge,Historic Environment (Northern Ireland),,Down,NONE,,54.552229,-5.952979,,
148,Sketrick Castle,https://en.wikipedia.org/wiki/Sketrick_Castle,Historic Environment (Northern Ireland),,Down,DOW 017:008,,54.488195,-5.648091,,
149,O'Cahan's Castle,https://niarchive.org/archiveitems/ocahans-roe-valley-castle-site/,Historic Environment (Northern Ireland),,Londonderry,LDY 016:003,,55.026317,-6.941901,,
150,Shandon Park Mound,https://nicelocal.co.uk/northern-ireland/cultural_places/shandon_park_mound/,Historic Environment (Northern Ireland),,Down,DOW 004:001,,54.5842,-5.859129,,
151,Maghera Church and Round Tower,https://roundtowers.org/maghera/index.html,Historic Environment (Northern Ireland),,Down,DOW 043:085,,54.237767,-5.896348,,
152,Spring Farm Rath,https://visitantrimandnewtownabbey.com/things-to-do/heritage-attractions/springfarm-rath/,Historic Environment (Northern Ireland),,Antrim,ANT 050:006,,54.728868,-6.217618,,
153,Tullyheran Fort,https://wikishire.co.uk/wiki/Tullyheran_Fort,Historic Environment (Northern Ireland),,Londonderry,LDY 036:013,,54.856084,-6.700166,,
154,Aghalurcher Church,https://www.communities-ni.gov.uk/heritage-sites/aghalurcher-church,Historic Environment (Northern Ireland),,Fermanagh,FER 246:054,,54.340674,-7.850995,,
155,Aghanaglack Dual Court Tomb,https://www.communities-ni.gov.uk/heritage-sites/aghanaglack-dual-court-tomb,Historic Environment (Northern Ireland),,Fermanagh,FER 210:034,,54.339975,-7.852458,,
156,Annadorn Dolmen,https://www.communities-ni.gov.uk/heritage-sites/annadorn-dolmen,Historic Environment (Northern Ireland),,Down,DOW 030:007,,54.34198,-5.803568,,
157,Annaghmare Cairn,https://www.communities-ni.gov.uk/heritage-sites/annaghmare-cairn,Historic Environment (Northern Ireland),,Armagh,ARM 027:007,,54.101558,-6.617069,,
158,Antrim Round Tower,https://www.communities-ni.gov.uk/heritage-sites/antrim-round-tower,Historic Environment (Northern Ireland),,Antrim,ANT 050:009,,54.723933,-6.208972,,
159,Ardboe Cross and Abbey (ABBEY),https://www.communities-ni.gov.uk/heritage-sites/ardboe-abbey,Historic Environment (Northern Ireland),,Tyrone,TYR 040:005,,54.620128,-6.503454,,
160,Ardboe Cross and Abbey (CROSS),https://www.communities-ni.gov.uk/heritage-sites/ardboe-cross,Historic Environment (Northern Ireland),,Tyrone,TYR 040:003,,54.619513,-6.505257,,
161,Ardtole Church,https://www.communities-ni.gov.uk/heritage-sites/ardtole-church,Historic Environment (Northern Ireland),,Down,DOW 045:007,,54.26872,-5.599541,,
162,Armagh Friary,https://www.communities-ni.gov.uk/heritage-sites/armagh-friary,Historic Environment (Northern Ireland),,Armagh,ARM 012:016,,54.344171,-6.653175,,
163,Armoy Round Tower,https://www.communities-ni.gov.uk/heritage-sites/armoy-round-tower,Historic Environment (Northern Ireland),,Antrim,ANT 013:010,,55.134739,-6.31075,,
164,Audley's Castle,https://www.communities-ni.gov.uk/heritage-sites/audleys-castle,Historic Environment (Northern Ireland),,Down,DOW 031:006,,54.379405,-5.571932,,
165,Balix Lower Court Tomb: The White Rocks,https://www.communities-ni.gov.uk/heritage-sites/balix-lower-court-tomb-white-rocks,Historic Environment (Northern Ireland),,Tyrone,TYR 006:006,,54.812522,-7.248407,,
166,Ballintemple Bullaun Stone,https://www.communities-ni.gov.uk/heritage-sites/ballintemple-bullaun-stone,Historic Environment (Northern Ireland),,Londonderry,LDY 018:024,,54.975,-6.734479,,
167,Ballybriest Dual Court Tomb: Carnanbane,https://www.communities-ni.gov.uk/heritage-sites/ballybriest-dual-court-tomb-carnanbane,Historic Environment (Northern Ireland),,Londonderry,LDY 045:003,,54.739343,-6.817873,,
168,Ballycopeland Windmill,https://www.communities-ni.gov.uk/heritage-sites/ballycopeland-windmill,Historic Environment (Northern Ireland),,Down,DOW 006:500,,54.607779,-5.556183,,
169,Ballykeel Dolmen and Cairn,https://www.communities-ni.gov.uk/heritage-sites/ballykeel-dolmen-and-cairn,Historic Environment (Northern Ireland),,Armagh,ARM 028:020,,54.131536,-6.478274,,
170,Ballylumford Dolmen,https://www.communities-ni.gov.uk/heritage-sites/ballylumford-dolmen,Historic Environment (Northern Ireland),,Antrim,ANT 041:007,,54.841778,-5.773986,,
171,Ballymacdermot Cairn,https://www.communities-ni.gov.uk/heritage-sites/ballymacdermot-cairn,Historic Environment (Northern Ireland),,Armagh,ARM 026:015,,54.154202,-6.369663,,
172,Ballynascreen Church,https://www.communities-ni.gov.uk/heritage-sites/ballynascreen-church,Historic Environment (Northern Ireland),,Londonderry,LDY 040:003,,54.758677,-6.86694,,
173,Ballynoe 'Stone Circle',https://www.communities-ni.gov.uk/heritage-sites/ballynoe-stone-circle,Historic Environment (Northern Ireland),,Down,DOW 037:035,,54.290733,-5.725919,,
174,Ballywee Early Christian Settlement,https://www.communities-ni.gov.uk/heritage-sites/ballywee-early-christian-settlement,Historic Environment (Northern Ireland),,Antrim,ANT 050:036,,54.741949,-6.109101,,
175,Banagher Church,https://www.communities-ni.gov.uk/heritage-sites/banagher-church,Historic Environment (Northern Ireland),,Londonderry,LDY 030:029,,54.902594,-6.948204,,
176,"Beaghmore Stone Circles, Cairns and Alignments",https://www.communities-ni.gov.uk/heritage-sites/beaghmore-stone-circles,Historic Environment (Northern Ireland),,Tyrone,TYR 020:004,,54.701444,-6.938464,,
177,Bellaghy Bawn,https://www.communities-ni.gov.uk/heritage-sites/bellaghy-bawn,Historic Environment (Northern Ireland),,Londonderry,LDY 037:003,,54.805845,-6.518074,,
178,Benburb or Wingfield's Castle,https://www.communities-ni.gov.uk/heritage-sites/benburb-or-wingfields-castle,Historic Environment (Northern Ireland),,Tyrone,TYR 061:002,,54.409983,-6.746018,,
179,Berrysfort Standing Stone,https://www.communities-ni.gov.uk/heritage-sites/berrysfort-standing-stone,Historic Environment (Northern Ireland),,Tyrone,TYR 016:046,,54.701788,-7.578832,,
180,Bonamargy Friary,https://www.communities-ni.gov.uk/heritage-sites/bonamargy-friary,Historic Environment (Northern Ireland),,Antrim,ANT 009:003,,55.202044,-6.23095,,
181,Boveagh Church,https://www.communities-ni.gov.uk/heritage-sites/boveagh-church,Historic Environment (Northern Ireland),,Londonderry,LDY 024:011,,54.969076,-6.958381,,
182,Brackfield Bawn,https://www.communities-ni.gov.uk/heritage-sites/brackfield-bawn-or-crossalt,Historic Environment (Northern Ireland),,Londonderry,LDY 023:014,,54.932178,-7.203713,,
